,serial number,timestamp,ID,App ID,Function,Attribute,Value,Lower bound,Upper bound
563,24,2022-12-20 14:44:24.573322,5e465ab4c07877130185c306,0,apply_refine_search,Accompanied while applying,Group of people,None,None
564,25,2022-12-20 14:44:32.047970,5e465ab4c07877130185c306,100466,select_applications,None,100466,None,None
565,27,2022-12-20 14:44:33.638209,5e465ab4c07877130185c306,100466,select_reject_application,fair,[],0.0,0.0
566,29,2022-12-20 14:44:45.350046,5e465ab4c07877130185c306,0,apply_refine_search,Application Day,MONDAY,None,None
567,30,2022-12-20 14:44:48.160764,5e465ab4c07877130185c306,105035,select_applications,None,105035,None,None
568,32,2022-12-20 14:44:55.806024,5e465ab4c07877130185c306,0,apply_refine_search,Application Day,None,None,None
569,33,2022-12-20 14:45:09.126476,5e465ab4c07877130185c306,0,apply_refine_search,Contact address located in Registration region,MONDAY,None,None
570,36,2022-12-20 14:45:16.281822,5e465ab4c07877130185c306,106401,select_reject_application,fair,[],0.0,0.0
571,38,2022-12-20 14:45:43.376482,5e465ab4c07877130185c306,0,apply_refine_search,Highest education level,Lower secondary,None,None
572,39,2022-12-20 14:45:49.322071,5e465ab4c07877130185c306,104408,select_applications,None,104408,None,None
573,43,2022-12-20 14:45:53.022779,5e465ab4c07877130185c306,104408,select_reject_application,fair,[],0.0,0.0
574,45,2022-12-20 14:46:12.960645,5e465ab4c07877130185c306,0,apply_refine_search,Gender,None,None,None
575,46,2022-12-20 14:46:24.981491,5e465ab4c07877130185c306,101367,select_applications,None,101367,None,None
576,49,2022-12-20 14:46:35.978732,5e465ab4c07877130185c306,101367,select_reject_application,unfair,[],0.0,0.0
577,51,2022-12-20 14:46:57.024987,5e465ab4c07877130185c306,100241,select_applications,None,100241,None,None
578,54,2022-12-20 14:47:00.183519,5e465ab4c07877130185c306,100241,select_reject_application,unfair,[],0.0,0.0
579,56,2022-12-20 14:47:09.209915,5e465ab4c07877130185c306,0,apply_refine_search,Gender,None,None,None
580,57,2022-12-20 14:47:14.852510,5e465ab4c07877130185c306,106802,select_applications,None,106802,None,None
581,59,2022-12-20 14:47:17.597087,5e465ab4c07877130185c306,106802,select_reject_application,unfair,[],0.0,0.0
582,62,2022-12-20 14:47:34.246315,5e465ab4c07877130185c306,0,apply_refine_search,Housing situation,House/apartment,None,None
583,63,2022-12-20 14:47:36.893766,5e465ab4c07877130185c306,0,apply_refine_search,Housing situation,House/apartment,None,None
584,67,2022-12-20 14:47:45.353582,5e465ab4c07877130185c306,105035,select_reject_application,unfair,[],0.0,0.0
585,69,2022-12-20 14:47:57.770131,5e465ab4c07877130185c306,0,Click on Feature Combination Button,None,"{'attribute': 'Installments', 'value': 'Fixed', 'total_count': '20', 'risk_rate': '30'}",None,None
586,70,2022-12-20 14:48:09.588365,5e465ab4c07877130185c306,0,apply_refine_search,Number of family members,>=5,None,None
587,71,2022-12-20 14:48:14.470987,5e465ab4c07877130185c306,0,apply_refine_search,Number of family members,>=5,None,None
588,72,2022-12-20 14:48:18.807169,5e465ab4c07877130185c306,104860,select_applications,None,104860,None,None
589,78,2022-12-20 14:48:22.797990,5e465ab4c07877130185c306,104860,select_reject_application,unfair,[],0.0,0.0
590,80,2022-12-20 14:48:33.102965,5e465ab4c07877130185c306,0,apply_refine_search,Loan annuity,None,None,None
591,81,2022-12-20 14:48:39.020622,5e465ab4c07877130185c306,103570,select_applications,None,103570,None,None
592,84,2022-12-20 14:48:40.291422,5e465ab4c07877130185c306,103570,select_reject_application,unfair,[],0.0,0.0
593,86,2022-12-20 14:49:08.433231,5e465ab4c07877130185c306,0,apply_refine_search,Occupation Type,None,None,None
594,87,2022-12-20 14:49:19.463358,5e465ab4c07877130185c306,100445,select_applications,None,100445,None,None
595,91,2022-12-20 14:49:23.267856,5e465ab4c07877130185c306,100445,select_reject_application,unfair,[],0.0,0.0
596,93,2022-12-20 14:49:54.205290,5e465ab4c07877130185c306,0,apply_refine_search,Number of Credit Bureau enquiries 1 day before application,1,None,None
597,94,2022-12-20 14:49:57.071059,5e465ab4c07877130185c306,101092,select_applications,None,101092,None,None
598,97,2022-12-20 14:49:58.533123,5e465ab4c07877130185c306,101092,select_reject_application,fair,[],0.0,0.0
599,99,2022-12-20 14:50:07.210916,5e465ab4c07877130185c306,0,apply_refine_search,Number of Credit Bureau enquiries 3 month before application,None,None,None
600,102,2022-12-20 14:50:17.815573,5e465ab4c07877130185c306,100278,select_applications,None,100278,None,None
601,104,2022-12-20 14:50:19.995281,5e465ab4c07877130185c306,100278,select_reject_application,unfair,[],0.0,0.0
602,107,2022-12-20 14:50:31.978054,5e465ab4c07877130185c306,0,apply_refine_search,Number of Credit Bureau enquiries 1 hour before application,1,None,None
603,108,2022-12-20 14:50:36.197217,5e465ab4c07877130185c306,103773,select_applications,None,103773,None,None
604,111,2022-12-20 14:50:37.803291,5e465ab4c07877130185c306,103773,select_reject_application,fair,[],0.0,0.0
605,113,2022-12-20 14:50:52.089801,5e465ab4c07877130185c306,0,apply_refine_search,Goods Price,None,None,None
606,115,2022-12-20 14:51:01.768982,5e465ab4c07877130185c306,103102,select_applications,None,103102,None,None
607,118,2022-12-20 14:51:03.285412,5e465ab4c07877130185c306,103102,select_reject_application,unfair,[],0.0,0.0
608,120,2022-12-20 14:51:15.785446,5e465ab4c07877130185c306,0,apply_refine_search,Number of times social circle at default risk for 30 days,None,None,None
609,122,2022-12-20 14:51:27.844582,5e465ab4c07877130185c306,0,apply_refine_search,Number of times social circle defaulted on loan for 30 days,None,None,None
610,123,2022-12-20 14:51:35.374310,5e465ab4c07877130185c306,105231,select_applications,None,105231,None,None
611,127,2022-12-20 14:51:39.467984,5e465ab4c07877130185c306,105231,select_reject_application,unfair,[],0.0,0.0
612,129,2022-12-20 14:52:07.875053,5e465ab4c07877130185c306,0,apply_refine_search,Region's Normalized Population,>0.03,None,None
613,130,2022-12-20 14:52:10.748123,5e465ab4c07877130185c306,0,apply_refine_search,Region's Normalized Population,>0.03,None,None
614,131,2022-12-20 14:52:15.547672,5e465ab4c07877130185c306,106354,select_applications,None,106354,None,None
615,135,2022-12-20 14:52:17.669689,5e465ab4c07877130185c306,106354,select_reject_application,unfair,[],0.0,0.0
616,137,2022-12-20 14:52:36.868173,5e465ab4c07877130185c306,0,apply_refine_search,Years since changing phone,None,None,None
617,139,2022-12-20 14:52:50.130234,5e465ab4c07877130185c306,106585,select_applications,None,106585,None,None
618,142,2022-12-20 14:52:51.770401,5e465ab4c07877130185c306,106585,select_reject_application,unfair,[],0.0,0.0
619,144,2022-12-20 14:53:04.617483,5e465ab4c07877130185c306,0,apply_refine_search,Number of Credit Bureau enquiries 1 year before application,None,None,None
620,145,2022-12-20 14:53:11.025748,5e465ab4c07877130185c306,104410,select_applications,None,104410,None,None
621,150,2022-12-20 14:53:15.055817,5e465ab4c07877130185c306,104410,select_reject_application,unfair,[],0.0,0.0
622,152,2022-12-20 14:53:24.936961,5e465ab4c07877130185c306,105067,select_applications,None,105067,None,None
623,154,2022-12-20 14:53:55.632723,5e465ab4c07877130185c306,0,apply_refine_search,Owns Car,No,None,None
624,155,2022-12-20 14:54:02.227781,5e465ab4c07877130185c306,105802,select_applications,None,105802,None,None
625,160,2022-12-20 14:54:05.664497,5e465ab4c07877130185c306,105802,select_reject_application,unfair,[],0.0,0.0
626,162,2022-12-20 14:54:17.475914,5e465ab4c07877130185c306,104398,select_applications,None,104398,None,None
627,167,2022-12-20 14:54:33.753817,5e465ab4c07877130185c306,104398,select_reject_application,unfair,[],0.0,0.0
628,169,2022-12-20 14:54:57.892650,5e465ab4c07877130185c306,0,apply_refine_search,Years in current employment,None,None,None
629,170,2022-12-20 14:55:07.846527,5e465ab4c07877130185c306,101715,select_applications,None,101715,None,None
630,172,2022-12-20 14:55:09.779889,5e465ab4c07877130185c306,101715,select_reject_application,unfair,[],0.0,0.0
631,175,2022-12-20 14:55:19.812573,5e465ab4c07877130185c306,0,apply_refine_search,Contact city in work city,Different,None,None
632,181,2022-12-20 14:55:29.772833,5e465ab4c07877130185c306,105067,select_reject_application,unfair,[],0.0,0.0
633,183,2022-12-20 14:56:06.192673,5e465ab4c07877130185c306,0,apply_refine_search,Income,200K-250K,None,None
634,184,2022-12-20 14:56:09.621019,5e465ab4c07877130185c306,0,apply_refine_search,Income,200K-250K,None,None
635,185,2022-12-20 14:56:18.530204,5e465ab4c07877130185c306,101225,select_applications,None,101225,None,None
636,189,2022-12-20 14:56:20.706942,5e465ab4c07877130185c306,101225,select_reject_application,unfair,[],0.0,0.0
637,191,2022-12-20 14:56:53.945358,5e465ab4c07877130185c306,0,apply_refine_search,Loan Credit amount,500K-750K,None,None
638,193,2022-12-20 14:57:04.137279,5e465ab4c07877130185c306,102701,select_applications,None,102701,None,None
639,196,2022-12-20 14:57:06.709262,5e465ab4c07877130185c306,102701,select_reject_application,unfair,[],0.0,0.0
640,198,2022-12-20 14:57:29.514671,5e465ab4c07877130185c306,0,apply_refine_search,Mobile reachable,None,None,None
641,200,2022-12-20 14:57:43.783325,5e465ab4c07877130185c306,104921,select_applications,None,104921,None,None
642,203,2022-12-20 14:57:45.761715,5e465ab4c07877130185c306,104921,select_reject_application,unfair,[],0.0,0.0
643,205,2022-12-20 14:58:17.795545,5e465ab4c07877130185c306,0,apply_refine_search,Employer organization,Trade,None,None
644,206,2022-12-20 14:58:29.245540,5e465ab4c07877130185c306,105672,select_applications,None,105672,None,None
645,209,2022-12-20 14:58:31.524017,5e465ab4c07877130185c306,105672,select_reject_application,unfair,[],0.0,0.0
646,211,2022-12-20 14:58:40.113301,5e465ab4c07877130185c306,0,apply_refine_search,Gender,Male,None,None
647,212,2022-12-20 14:58:45.138945,5e465ab4c07877130185c306,0,apply_refine_search,Gender,Male,None,None
648,213,2022-12-20 14:58:50.245089,5e465ab4c07877130185c306,102450,select_applications,None,102450,None,None
649,216,2022-12-20 14:58:52.249451,5e465ab4c07877130185c306,102450,select_reject_application,unfair,[],0.0,0.0
650,218,2022-12-20 15:00:28.312842,5e465ab4c07877130185c306,0,apply_refine_search,Has email,No,None,None
651,219,2022-12-20 15:00:43.296712,5e465ab4c07877130185c306,104320,select_applications,None,104320,None,None
652,221,2022-12-20 15:00:44.994136,5e465ab4c07877130185c306,104320,select_reject_application,fair,[],0.0,0.0
653,2,2022-12-20 14:38:33.948590,5e909231933994023e8b3c4d,106647,select_applications,None,106647,None,None
654,4,2022-12-20 14:39:25.758417,5e909231933994023e8b3c4d,0,Applications_Prediction_Confidence,None,ascend,None,None
655,5,2022-12-20 14:39:33.335221,5e909231933994023e8b3c4d,106823,select_applications,None,106823,None,None
656,8,2022-12-20 14:39:40.335007,5e909231933994023e8b3c4d,106823,select_reject_application,fair,[],0.0,0.0
657,10,2022-12-20 14:39:49.990072,5e909231933994023e8b3c4d,0,Applications_Prediction_Confidence,None,ascend,None,None
658,13,2022-12-20 14:39:53.711255,5e909231933994023e8b3c4d,106647,select_reject_application,unfair,[],0.0,0.0
659,15,2022-12-20 14:40:03.801604,5e909231933994023e8b3c4d,106401,select_applications,None,106401,None,None
660,18,2022-12-20 14:40:32.725726,5e909231933994023e8b3c4d,106401,select_reject_application,unfair,[],0.0,0.0
661,20,2022-12-20 14:41:04.203472,5e909231933994023e8b3c4d,106861,select_applications,None,106861,None,None
662,22,2022-12-20 14:41:09.721315,5e909231933994023e8b3c4d,106861,select_reject_application,unfair,[],0.0,0.0
663,25,2022-12-20 14:41:15.710119,5e909231933994023e8b3c4d,100001,select_applications,None,100001,None,None
664,27,2022-12-20 14:41:23.548989,5e909231933994023e8b3c4d,100001,select_reject_application,fair,[],0.0,0.0
665,29,2022-12-20 14:41:32.141791,5e909231933994023e8b3c4d,100005,select_applications,None,100005,None,None
666,31,2022-12-20 14:41:54.037559,5e909231933994023e8b3c4d,100005,select_reject_application,unfair,[],0.0,0.0
667,34,2022-12-20 14:41:58.971671,5e909231933994023e8b3c4d,100013,select_applications,None,100013,None,None
668,37,2022-12-20 14:42:00.202340,5e909231933994023e8b3c4d,100013,select_reject_application,fair,[],0.0,0.0
669,39,2022-12-20 14:42:03.373244,5e909231933994023e8b3c4d,100028,select_applications,None,100028,None,None
670,41,2022-12-20 14:42:05.176642,5e909231933994023e8b3c4d,100028,select_reject_application,fair,[],0.0,0.0
671,43,2022-12-20 14:42:10.046036,5e909231933994023e8b3c4d,100038,select_applications,None,100038,None,None
672,46,2022-12-20 14:42:12.496927,5e909231933994023e8b3c4d,100038,select_reject_application,unfair,[],0.0,0.0
673,48,2022-12-20 14:42:17.724019,5e909231933994023e8b3c4d,100042,select_applications,None,100042,None,None
674,50,2022-12-20 14:42:18.838820,5e909231933994023e8b3c4d,100042,select_reject_application,fair,[],0.0,0.0
675,52,2022-12-20 14:42:24.339405,5e909231933994023e8b3c4d,100057,select_applications,None,100057,None,None
676,54,2022-12-20 14:42:25.424828,5e909231933994023e8b3c4d,100057,select_reject_application,fair,[],0.0,0.0
677,56,2022-12-20 14:42:31.822187,5e909231933994023e8b3c4d,100065,select_applications,None,100065,None,None
678,59,2022-12-20 14:42:33.882232,5e909231933994023e8b3c4d,100065,select_reject_application,unfair,[],0.0,0.0
679,62,2022-12-20 14:43:24.105522,5e909231933994023e8b3c4d,100066,select_applications,None,100066,None,None
680,65,2022-12-20 14:43:25.787928,5e909231933994023e8b3c4d,100066,select_reject_application,fair,[],0.0,0.0
681,67,2022-12-20 14:43:34.275940,5e909231933994023e8b3c4d,100067,select_applications,None,100067,None,None
682,69,2022-12-20 14:43:35.495038,5e909231933994023e8b3c4d,100067,select_reject_application,fair,[],0.0,0.0
683,71,2022-12-20 14:43:39.810764,5e909231933994023e8b3c4d,100074,select_applications,None,100074,None,None
684,73,2022-12-20 14:43:41.225194,5e909231933994023e8b3c4d,100074,select_reject_application,unfair,[],0.0,0.0
685,75,2022-12-20 14:43:46.006253,5e909231933994023e8b3c4d,100090,select_applications,None,100090,None,None
686,76,2022-12-20 14:43:47.156054,5e909231933994023e8b3c4d,100090,select_reject_application,fair,[],0.0,0.0
687,79,2022-12-20 14:43:51.892324,5e909231933994023e8b3c4d,100091,select_applications,None,100091,None,None
688,82,2022-12-20 14:43:53.918227,5e909231933994023e8b3c4d,100091,select_reject_application,unfair,[],0.0,0.0
689,84,2022-12-20 14:44:06.074395,5e909231933994023e8b3c4d,100092,select_applications,None,100092,None,None
690,86,2022-12-20 14:44:07.351499,5e909231933994023e8b3c4d,100092,select_reject_application,fair,[],0.0,0.0
691,91,2022-12-20 14:44:25.498596,5e909231933994023e8b3c4d,100106,select_applications,None,100106,None,None
692,93,2022-12-20 14:44:26.555514,5e909231933994023e8b3c4d,100106,select_reject_application,fair,[],0.0,0.0
693,95,2022-12-20 14:44:32.854744,5e909231933994023e8b3c4d,100107,select_applications,None,100107,None,None
694,97,2022-12-20 14:44:35.881026,5e909231933994023e8b3c4d,100107,select_reject_application,fair,[],0.0,0.0
695,99,2022-12-20 14:44:43.080006,5e909231933994023e8b3c4d,100109,select_applications,None,100109,None,None
696,100,2022-12-20 14:44:44.287536,5e909231933994023e8b3c4d,100109,select_reject_application,fair,[],0.0,0.0
697,103,2022-12-20 14:44:52.063033,5e909231933994023e8b3c4d,100762,select_applications,None,100762,None,None
698,106,2022-12-20 14:44:53.209863,5e909231933994023e8b3c4d,100762,select_reject_application,fair,[],0.0,0.0
699,108,2022-12-20 14:44:57.769784,5e909231933994023e8b3c4d,100760,select_applications,None,100760,None,None
700,111,2022-12-20 14:44:59.092769,5e909231933994023e8b3c4d,100760,select_reject_application,fair,[],0.0,0.0
701,113,2022-12-20 14:45:05.602530,5e909231933994023e8b3c4d,100754,select_applications,None,100754,None,None
